ix,name,shortname,R,G,B
657,Default,Def,1,0,0
658,Default,Def,1,0,0
659,Default,Def,1,0,0
660,Default,Def,1,0,0
661,Default,Def,1,0,0
662,Default,Def,1,0,0
663,Default,Def,1,0,0
664,Default,Def,1,0,0
665,Default,Def,1,0,0
666,Default,Def,1,0,0
667,Default,Def,1,0,0
668,Default,Def,1,0,0
669,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
670,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
671,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
672,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
673,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
674,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
675,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
676,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
677,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
678,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
679,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
680,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
681,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
682,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
683,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
684,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
685,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
686,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
687,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
688,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
689,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
690,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
691,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
692,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
693,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
694,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
695,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
696,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
697,Posterior-Multimodal,PMm,0.694117647,0.349019608,0.156862745
698,Ventral-Multimodal,VMm,1,0.615686275,0
699,Ventral-Multimodal,VMm,1,0.615686275,0
700,Ventral-Multimodal,VMm,1,0.615686275,0
701,Ventral-Multimodal,VMm,1,0.615686275,0
702,Orbito-Affective,OrA,0.254901961,0.490196078,0
703,Orbito-Affective,OrA,0.254901961,0.490196078,0
704,Orbito-Affective,OrA,0.254901961,0.490196078,0
705,Orbito-Affective,OrA,0.254901961,0.490196078,0
706,Orbito-Affective,OrA,0.254901961,0.490196078,0
707,Orbito-Affective,OrA,0.254901961,0.490196078,0
708,Orbito-Affective,OrA,0.254901961,0.490196078,0
709,Orbito-Affective,OrA,0.254901961,0.490196078,0
710,Orbito-Affective,OrA,0.254901961,0.490196078,0
711,Orbito-Affective,OrA,0.254901961,0.490196078,0
712,Orbito-Affective,OrA,0.254901961,0.490196078,0
713,Orbito-Affective,OrA,0.254901961,0.490196078,0
714,Orbito-Affective,OrA,0.254901961,0.490196078,0
715,Orbito-Affective,OrA,0.254901961,0.490196078,0
716,Orbito-Affective,OrA,0.254901961,0.490196078,0
717,Orbito-Affective,OrA,0.254901961,0.490196078,0
718,Orbito-Affective,OrA,0.254901961,0.490196078,0
